grid_x,grid_y,x_coord,y_coord,density_M1,density_M4
3,0,-0.6,-0.42,5.4899846798952354e-05,0.0009493733303727048
3,1,-0.6,-0.34363636363636363,0.00023588910431844465,0.0014676422237230322
3,2,-0.6,-0.2672727272727272,0.0007572116382792352,0.0022245841064256733
3,3,-0.6,-0.19090909090909092,0.0018159309461144488,0.0032626830784471175
3,4,-0.6,-0.1145454545454545,0.00325352410886144,0.004398389355128139
3,5,-0.6,-0.038181818181818206,0.004354932008903002,0.005177943204763511
3,6,-0.6,0.03818181818181815,0.004354932008903002,0.005177943204763511
3,7,-0.6,0.11454545454545456,0.00325352410886144,0.004398389355128139
3,8,-0.6,0.19090909090909097,0.0018159309461144488,0.0032626830784471175
3,9,-0.6,0.2672727272727273,0.0007572116382792344,0.002224584106425673
3,10,-0.6,0.3436363636363636,0.00023588910431844508,0.0014676422237230322
3,11,-0.6,0.42,5.4899846798952354e-05,0.0009493733303727048
4,0,-0.4666666666666667,-0.42,0.00024152960158832295,0.0037302958882749664
4,1,-0.4666666666666667,-0.34363636363636363,0.0010377843419801232,0.005708455040856189
4,2,-0.4666666666666667,-0.2672727272727272,0.0033313212326689956,0.008537313546063059
4,3,-0.4666666666666667,-0.19090909090909092,0.007989112966619406,0.012365139937111889
4,4,-0.4666666666666667,-0.1145454545454545,0.014313744529179684,0.016527695836757526
4,5,-0.4666666666666667,-0.038181818181818206,0.019159342956028964,0.01937865613060195
4,6,-0.4666666666666667,0.03818181818181815,0.019159342956028964,0.01937865613060195
4,7,-0.4666666666666667,0.11454545454545456,0.014313744529179684,0.016527695836757526
4,8,-0.4666666666666667,0.19090909090909097,0.007989112966619406,0.012365139937111889
4,9,-0.4666666666666667,0.2672727272727273,0.003331321232668993,0.008537313546063055
4,10,-0.4666666666666667,0.3436363636363636,0.001037784341980124,0.005708455040856189
4,11,-0.4666666666666667,0.42,0.00024152960158832295,0.0037302958882749664
5,0,-0.33333333333333337,-0.42,0.0008383506786499516,0.012196396369270425
5,1,-0.33333333333333337,-0.34363636363636363,0.003602155601921849,0.018347255038750253
5,2,-0.33333333333333337,-0.2672727272727272,0.011563035743209988,0.026805627707727694
5,3,-0.33333333333333337,-0.19090909090909092,0.027730258458308652,0.03795475573591876
5,4,-0.33333333333333337,-0.1145454545454545,0.04968309209780924,0.04993283573873404
5,5,-0.33333333333333337,-0.038181818181818206,0.06650219295708308,0.058100319822261146
5,6,-0.33333333333333337,0.03818181818181815,0.06650219295708308,0.05810031982226115
5,7,-0.33333333333333337,0.11454545454545456,0.04968309209780922,0.04993283573873402
5,8,-0.33333333333333337,0.19090909090909097,0.027730258458308638,0.03795475573591875
5,9,-0.33333333333333337,0.2672727272727273,0.011563035743209977,0.026805627707727687
5,10,-0.33333333333333337,0.3436363636363636,0.003602155601921852,0.01834725503875026
5,11,-0.33333333333333337,0.42,0.0008383506786499516,0.012196396369270425
6,0,-0.19999999999999996,-0.42,0.002295816634660755,0.03325433428023654
6,1,-0.19999999999999996,-0.34363636363636363,0.009864474332920111,0.04892678451868446
6,2,-0.19999999999999996,-0.2672727272727272,0.03166528098860494,0.06924810489527657
6,3,-0.19999999999999996,-0.19090909090909092,0.07593909121007514,0.09491127865012118
6,4,-0.19999999999999996,-0.1145454545454545,0.1360567507182268,0.12191442814850287
6,5,-0.19999999999999996,-0.038181818181818206,0.1821157240287031,0.14018376807592114
6,6,-0.19999999999999996,0.03818181818181815,0.18211572402870316,0.14018376807592114
6,7,-0.19999999999999996,0.11454545454545456,0.13605675071822676,0.12191442814850283
6,8,-0.19999999999999996,0.19090909090909097,0.07593909121007511,0.09491127865012117
6,9,-0.19999999999999996,0.2672727272727273,0.031665280988604924,0.06924810489527654
6,10,-0.19999999999999996,0.3436363636363636,0.00986447433292012,0.04892678451868448
6,11,-0.19999999999999996,0.42,0.002295816634660755,0.03325433428023654
7,0,-0.06666666666666665,-0.42,0.00496026408709726,0.07580190685629752
7,1,-0.06666666666666665,-0.34363636363636363,0.02131285096246661,0.10879601645059749
7,2,-0.06666666666666665,-0.2672727272727272,0.06841493947047309,0.14830286325951308
7,3,-0.06666666666666665,-0.19090909090909092,0.16407144248774014,0.19502704879870186
7,4,-0.06666666666666665,-0.1145454545454545,0.2939596325794936,0.242517791997088
7,5,-0.06666666666666665,-0.038181818181818206,0.39347309883429593,0.27421745889212634
7,6,-0.06666666666666665,0.03818181818181815,0.393473098834296,0.27421745889212634
7,7,-0.06666666666666665,0.11454545454545456,0.29395963257949353,0.24251779199708795
7,8,-0.06666666666666665,0.19090909090909097,0.16407144248774003,0.1950270487987018
7,9,-0.06666666666666665,0.2672727272727273,0.06841493947047303,0.14830286325951303
7,10,-0.06666666666666665,0.3436363636363636,0.021312850962466632,0.1087960164505975
7,11,-0.06666666666666665,0.42,0.00496026408709726,0.07580190685629752
8,0,0.06666666666666665,-0.42,0.008455290296151713,0.1447864627379689
8,1,0.06666666666666665,-0.34363636363636363,0.0363299894445193,0.20273948450031568
8,2,0.06666666666666665,-0.2672727272727272,0.11662043868213007,0.2655522877630968
8,3,0.06666666666666665,-0.19090909090909092,0.27967697912512407,0.3329467155062169
8,4,0.06666666666666665,-0.1145454545454545,0.5010850199034936,0.3975591928120088
8,5,0.06666666666666665,-0.038181818181818206,0.6707161586465613,0.43965112970972176
8,6,0.06666666666666665,0.03818181818181815,0.6707161586465614,0.43965112970972176
8,7,0.06666666666666665,0.11454545454545456,0.5010850199034934,0.3975591928120087
8,8,0.06666666666666665,0.19090909090909097,0.2796769791251239,0.33294671550621685
8,9,0.06666666666666665,0.2672727272727273,0.11662043868212996,0.2655522877630968
8,10,0.06666666666666665,0.3436363636363636,0.03632998944451934,0.20273948450031573
8,11,0.06666666666666665,0.42,0.008455290296151713,0.1447864627379689
9,0,0.19999999999999996,-0.42,0.011371254231940388,0.23212598817939586
9,1,0.19999999999999996,-0.34363636363636363,0.048859061220566644,0.31789150460349436
9,2,0.19999999999999996,-0.2672727272727272,0.1568391634641424,0.4007593263019572
9,3,0.19999999999999996,-0.19090909090909092,0.3761287810426001,0.4779933987903153
9,4,0.19999999999999996,-0.1145454545454545,0.6738934978652203,0.5447796032091218
9,5,0.19999999999999996,-0.038181818181818206,0.9020250861063587,0.5862359128115794
9,6,0.19999999999999996,0.03818181818181815,0.9020250861063588,0.5862359128115794
9,7,0.19999999999999996,0.11454545454545456,0.6738934978652201,0.5447796032091218
9,8,0.19999999999999996,0.19090909090909097,0.37612878104259995,0.47799339879031527
9,9,0.19999999999999996,0.2672727272727273,0.1568391634641423,0.4007593263019571
9,10,0.19999999999999996,0.3436363636363636,0.04885906122056669,0.31789150460349447
9,11,0.19999999999999996,0.42,0.011371254231940388,0.23212598817939586
10,0,0.33333333333333326,-0.42,0.012065472625442079,0.31263891421687484
10,1,0.33333333333333326,-0.34363636363636363,0.0518419211845334,0.4204231078398697
10,2,0.33333333333333326,-0.2672727272727272,0.1664142402214973,0.5127441020434022
10,3,0.33333333333333326,-0.19090909090909092,0.39909155302879873,0.5834400416844785
10,4,0.33333333333333326,-0.1145454545454545,0.7150348928192753,0.633588369921253
10,5,0.33333333333333326,-0.038181818181818206,0.9570939811818078,0.6612752980988643
10,6,0.33333333333333326,0.03818181818181815,0.9570939811818079,0.6612752980988643
10,7,0.33333333333333326,0.11454545454545456,0.7150348928192751,0.633588369921253
10,8,0.33333333333333326,0.19090909090909097,0.3990915530287985,0.5834400416844786
10,9,0.33333333333333326,0.2672727272727273,0.1664142402214972,0.5127441020434019
10,10,0.33333333333333326,0.3436363636363636,0.05184192118453345,0.42042310783986975
10,11,0.33333333333333326,0.42,0.012065472625442079,0.31263891421687484
11,0,0.46666666666666656,-0.42,0.01010035017256256,0.3537736118123997
11,1,0.46666666666666656,-0.34363636363636363,0.0433983461599368,0.46929053045727614
11,2,0.46666666666666656,-0.2672727272727272,0.13931009187271537,0.5576643558161096
11,3,0.46666666666666656,-0.19090909090909092,0.33409088575632934,0.6098560033025142
11,4,0.46666666666666656,-0.1145454545454545,0.5985760381940118,0.6333934223639617
11,5,0.46666666666666656,-0.038181818181818206,0.8012105831315551,0.6412377043745119
11,6,0.46666666666666656,0.03818181818181815,0.8012105831315551,0.6412377043745119
11,7,0.46666666666666656,0.11454545454545456,0.5985760381940116,0.6333934223639616
11,8,0.46666666666666656,0.19090909090909097,0.3340908857563292,0.6098560033025142
11,9,0.46666666666666656,0.2672727272727273,0.13931009187271526,0.5576643558161096
11,10,0.46666666666666656,0.3436363636363636,0.04339834615993684,0.4692905304572762
11,11,0.46666666666666656,0.42,0.01010035017256256,0.3537736118123997
12,0,0.6000000000000001,-0.42,0.006670903306255274,0.33618136265281795
12,1,0.6000000000000001,-0.34363636363636363,0.02866298355385461,0.44178522991299796
12,2,0.6000000000000001,-0.2672727272727272,0.09200910231735501,0.5153606345497526
12,3,0.6000000000000001,-0.19090909090909092,0.22065452744755779,0.5469821197833565
12,4,0.6000000000000001,-0.1145454545454545,0.395337072875023,0.5478814998293977
12,5,0.6000000000000001,-0.038181818181818206,0.5291696066675061,0.5401538021990424
12,6,0.6000000000000001,0.03818181818181815,0.5291696066675061,0.5401538021990423
12,7,0.6000000000000001,0.11454545454545456,0.3953370728750229,0.5478814998293977
12,8,0.6000000000000001,0.19090909090909097,0.22065452744755767,0.5469821197833565
12,9,0.6000000000000001,0.2672727272727273,0.09200910231735493,0.5153606345497526
12,10,0.6000000000000001,0.3436363636363636,0.02866298355385464,0.441785229912998
12,11,0.6000000000000001,0.42,0.006670903306255274,0.33618136265281795
13,0,0.7333333333333334,-0.42,0.0034760737605541246,0.2680878645068953
13,1,0.7333333333333334,-0.34363636363636363,0.014935705174638268,0.35020646516697707
13,2,0.7333333333333334,-0.2672727272727272,0.04794409566656348,0.403650146274319
13,3,0.7333333333333334,-0.19090909090909092,0.11497864349026053,0.4198324371738196
13,4,0.7333333333333334,-0.1145454545454545,0.20600221027136473,0.4097598869473975
13,5,0.7333333333333334,-0.038181818181818206,0.27573965626136976,0.39596690040660776
13,6,0.7333333333333334,0.03818181818181815,0.2757396562613698,0.3959669004066077
13,7,0.7333333333333334,0.11454545454545456,0.20600221027136467,0.40975988694739746
13,8,0.7333333333333334,0.19090909090909097,0.11497864349026049,0.4198324371738196
13,9,0.7333333333333334,0.2672727272727273,0.047944095666563435,0.403650146274319
13,10,0.7333333333333334,0.3436363636363636,0.014935705174638282,0.3502064651669771
13,11,0.7333333333333334,0.42,0.0034760737605541246,0.2680878645068953
14,0,0.8666666666666667,-0.42,0.0014290566456733407,0.17927333106463444
14,1,0.8666666666666667,-0.34363636363636363,0.006140251964685593,0.23336580298262843
14,2,0.8666666666666667,-0.2672727272727272,0.01971040698577664,0.26705484467052765
14,3,0.8666666666666667,-0.19090909090909092,0.04726913348469037,0.2743354500596299
14,4,0.8666666666666667,-0.1145454545454545,0.08469004051420409,0.2633711453954443
14,5,0.8666666666666667,-0.038181818181818206,0.11335996166927638,0.25115709513871987
14,6,0.8666666666666667,0.03818181818181815,0.11335996166927638,0.2511570951387199
14,7,0.8666666666666667,0.11454545454545456,0.08469004051420405,0.2633711453954443
14,8,0.8666666666666667,0.19090909090909097,0.04726913348469035,0.2743354500596299
14,9,0.8666666666666667,0.2672727272727273,0.01971040698577663,0.26705484467052765
14,10,0.8666666666666667,0.3436363636363636,0.006140251964685604,0.2333658029826285
14,11,0.8666666666666667,0.42,0.0014290566456733407,0.17927333106463444
15,0,1.0,-0.42,0.0004635173844922141,0.1004663349529932
15,1,1.0,-0.34363636363636363,0.0019916030196642223,0.13052868720034524
15,2,1.0,-0.2672727272727272,0.0063931099729216965,0.14878055084040298
15,3,1.0,-0.19090909090909092,0.015331838094992719,0.15177606199169688
15,4,1.0,-0.1145454545454545,0.027469384219676825,0.14433621184889855
15,5,1.0,-0.038181818181818206,0.03676853055347077,0.1365752726205879
15,6,1.0,0.03818181818181815,0.03676853055347077,0.13657527262058788
15,7,1.0,0.11454545454545456,0.02746938421967681,0.14433621184889858
15,8,1.0,0.19090909090909097,0.015331838094992705,0.1517760619916969
15,9,1.0,0.2672727272727273,0.0063931099729216965,0.14878055084040298
15,10,1.0,0.3436363636363636,0.0019916030196642223,0.13052868720034524
15,11,1.0,0.42,0.0004635173844922141,0.1004663349529932
